ProblemID,Config,MeanDeltaPct
Ta20_5_10,q_2,-0.06373297018949721
Ta20_5_10,q_6,-0.006659255086653512
Ta50_10_1,Elite_025,0.06544036059417425
Ta50_10_1,Elite_10,0.06479416783026608
Ta50_10_1,PRules_2n,0.007614679828646069
Ta50_10_1,PRules_4n,0.07678199757316012
Ta50_10_1,Poor_05,0.05292472111872866
Ta50_10_1,Poor_20,-0.019783068806611803
Ta50_10_1,Regions_2,0.13350888744777334
Ta50_10_1,Regions_8,-0.22762006447004857
Ta50_10_1,q_2,-0.16888382317941195
Ta50_10_1,q_6,0.037372895812463114
Ta50_10_10,Elite_025,0.0021282070360103367
Ta50_10_10,Elite_10,-0.09958107096269596
Ta50_10_10,PRules_2n,0.042392572539224946
Ta50_10_10,PRules_4n,0.013403595182106884
Ta50_10_10,Poor_05,-0.027733250330713572
Ta50_10_10,Poor_20,0.009995002498750056
Ta50_10_10,Regions_2,-0.24527140695357189
Ta50_10_10,Regions_8,-0.11343459032144114
Ta50_10_10,q_2,-0.056497634076473
Ta50_10_10,q_6,0.11794655895698318
Ta50_20_1,Elite_025,0.08455240508328456
Ta50_20_1,Elite_10,0.02569001598148965
Ta50_20_1,PRules_2n,0.07540495948121997
Ta50_20_1,PRules_4n,0.0732084167693593
Ta50_20_1,Poor_05,0.014373134179693362
Ta50_20_1,Poor_20,0.06454597973940177
Ta50_20_1,Regions_2,0.476546583935503
Ta50_20_1,Regions_8,0.14102704087765888
Ta50_20_1,q_2,-0.06160984073985325
Ta50_20_1,q_6,0.12346882140481508
Ta50_20_10,Elite_025,0.02920161866720733
Ta50_20_10,Elite_10,-0.07290951000554306
Ta50_20_10,PRules_2n,-0.02571358393774892
Ta50_20_10,PRules_4n,0.01695937409989461
Ta50_20_10,Poor_05,-0.019519290581580556
Ta50_20_10,Poor_20,0.023202388800982486
Ta50_20_10,Regions_2,0.3311313859711305
Ta50_20_10,Regions_8,-0.3823024166899924
Ta50_20_10,q_2,-0.33372734711773766
Ta50_20_10,q_6,0.025975886509838696
Ta50_5_1,Elite_025,0.005063606284314302
Ta50_5_1,Elite_10,-0.024920710133190256
Ta50_5_1,PRules_2n,0.01085679532525203
Ta50_5_1,PRules_4n,0.0013934848062735633
Ta50_5_1,Poor_05,-0.0021990357958343813
Ta50_5_1,Poor_20,0.00730914507591614
Ta50_5_1,Regions_2,-0.10093031225961273
